# time  created  delivered  delivered/created
173.0000 1 0 0.0000
394.0000 2 0 0.0000
782.0000 3 0 0.0000
1055.0000 4 0 0.0000
1591.6000 4 1 0.2500
1712.0000 5 1 0.2000
2316.0000 6 1 0.1667
2553.0000 7 1 0.1429
2693.0000 8 1 0.1250
2721.0000 9 1 0.1111
2755.0000 10 1 0.1000
4883.0000 11 1 0.0909
4992.0000 12 1 0.0833
5345.0000 13 1 0.0769
5438.0000 14 1 0.0714
6487.0000 15 1 0.0667
6957.0000 16 1 0.0625
7101.0000 17 1 0.0588
7251.0000 18 1 0.0556
8118.2000 18 2 0.1111
8359.0000 19 2 0.1053
8732.0000 20 2 0.1000
8765.0000 21 2 0.0952
8819.0000 22 2 0.0909
9313.0000 23 2 0.0870
9390.0000 24 2 0.0833
9474.0000 25 2 0.0800
9534.0000 26 2 0.0769
9672.0000 27 2 0.0741
9747.2000 27 3 0.1111
9899.0000 28 3 0.1071
10799.4000 28 4 0.1429
11178.0000 29 4 0.1379
11389.4000 29 5 0.1724
11395.0000 30 5 0.1667
11875.0000 31 5 0.1613
12075.8000 31 6 0.1935
12249.0000 32 6 0.1875
12496.0000 33 6 0.1818
12707.0000 34 6 0.1765
13342.0000 35 6 0.1714
13521.0000 36 6 0.1667
13793.0000 37 6 0.1622
14006.0000 38 6 0.1579
14103.3000 38 7 0.1842
14171.9000 38 8 0.2105
14288.4000 38 9 0.2368
14290.9000 38 10 0.2632
14375.0000 39 10 0.2564
14491.6000 39 11 0.2821
14543.0000 40 11 0.2750
14727.1000 40 12 0.3000
14945.7000 40 13 0.3250
15065.0000 41 13 0.3171
16210.0000 41 14 0.3415
16385.0000 42 14 0.3333
16877.0000 43 14 0.3256
17720.0000 44 14 0.3182
17925.7000 44 15 0.3409
18399.0000 45 15 0.3333
18520.0000 46 15 0.3261
18848.0000 47 15 0.3191
20345.0000 48 15 0.3125
20546.0000 49 15 0.3061
20691.0000 50 15 0.3000
20773.0000 51 15 0.2941
20903.2000 51 16 0.3137
21262.0000 52 16 0.3077
21737.0000 53 16 0.3019
22243.1000 53 17 0.3208
22777.0000 54 17 0.3148
23136.0000 55 17 0.3091
23370.5000 55 18 0.3273
23430.0000 56 18 0.3214
23994.7000 56 19 0.3393
24282.0000 57 19 0.3333
24582.0000 58 19 0.3276
24643.0000 59 19 0.3220
24822.0000 60 19 0.3167
25056.0000 61 19 0.3115
25247.3000 61 20 0.3279
25250.9000 61 21 0.3443
25253.6000 61 22 0.3607
25378.4000 61 23 0.3770
25422.8000 61 24 0.3934
25957.0000 62 24 0.3871
26364.0000 63 24 0.3810
26494.3000 63 25 0.3968
26513.4000 63 26 0.4127
27227.0000 64 26 0.4063
27349.7000 64 27 0.4219
27703.0000 65 27 0.4154
28021.4000 65 28 0.4308
28308.0000 66 28 0.4242
28434.0000 67 28 0.4179
28558.0000 68 28 0.4118
28739.0000 69 28 0.4058
28868.6000 69 29 0.4203
29184.0000 70 29 0.4143
29513.0000 71 29 0.4085
29536.1000 71 30 0.4225
29769.4000 71 31 0.4366
30360.0000 72 31 0.4306
30416.0000 73 31 0.4247
30828.0000 74 31 0.4189
30982.0000 74 32 0.4324
31384.9000 74 33 0.4459
31391.0000 75 33 0.4400
31832.0000 76 33 0.4342
32947.0000 77 33 0.4286
33085.0000 78 33 0.4231
33110.0000 79 33 0.4177
33168.6000 79 34 0.4304
33219.0000 80 34 0.4250
33757.0000 81 34 0.4198
34580.0000 82 34 0.4146
34779.0000 82 35 0.4268
34796.0000 83 35 0.4217
34891.0000 83 36 0.4337
35150.0000 84 36 0.4286
35310.6000 84 37 0.4405
35388.0000 85 37 0.4353
35728.0000 86 37 0.4302
36877.0000 87 37 0.4253
36877.9000 87 38 0.4368
36904.0000 88 38 0.4318
36993.0000 89 38 0.4270
37326.0000 89 39 0.4382
37574.0000 90 39 0.4333
37859.0000 91 39 0.4286
38217.0000 92 39 0.4239
39147.0000 93 39 0.4194
39263.0000 94 39 0.4149
39347.0000 95 39 0.4105
40067.0000 96 39 0.4063
41060.0000 97 39 0.4021
41209.0000 98 39 0.3980
41405.7000 98 40 0.4082
41513.5000 98 41 0.4184
41752.8000 98 42 0.4286
41757.0000 99 42 0.4242
41949.0000 100 42 0.4200
41985.8000 100 43 0.4300
42226.0000 101 43 0.4257
42490.0000 102 43 0.4216
42989.0000 103 43 0.4175
43116.0000 104 43 0.4135
