# time  created  delivered  delivered/created
337.0000 1 0 0.0000
499.0000 2 0 0.0000
704.0000 3 0 0.0000
837.0000 4 0 0.0000
1161.0000 5 0 0.0000
1379.6000 5 1 0.2000
1472.1000 5 2 0.4000
1826.0000 6 2 0.3333
1997.0000 7 2 0.2857
3552.0000 8 2 0.2500
3636.0000 9 2 0.2222
4459.0000 10 2 0.2000
4719.0000 11 2 0.1818
4986.0000 12 2 0.1667
5217.0000 13 2 0.1538
5279.9000 13 3 0.2308
5418.0000 14 3 0.2143
5511.0000 15 3 0.2000
5565.0000 16 3 0.1875
6010.0000 17 3 0.1765
6120.7000 17 4 0.2353
6306.0000 18 4 0.2222
6721.0000 19 4 0.2105
7015.0000 20 4 0.2000
7262.0000 21 4 0.1905
7345.0000 22 4 0.1818
8046.0000 23 4 0.1739
8487.3000 23 5 0.2174
8921.0000 24 5 0.2083
9342.0000 25 5 0.2000
9367.0000 26 5 0.1923
9396.0000 27 5 0.1852
9569.0000 28 5 0.1786
9666.8000 28 6 0.2143
9833.1000 28 7 0.2500
9876.0000 29 7 0.2414
9977.0000 30 7 0.2333
10147.0000 31 7 0.2258
10362.9000 31 8 0.2581
10515.0000 32 8 0.2500
10706.0000 33 8 0.2424
11319.6000 33 9 0.2727
11518.0000 34 9 0.2647
11641.0000 35 9 0.2571
12031.0000 36 9 0.2500
12146.0000 37 9 0.2432
12415.0000 38 9 0.2368
12506.0000 38 10 0.2632
12782.0000 39 10 0.2564
13180.0000 40 10 0.2500
13460.6000 40 11 0.2750
13915.0000 41 11 0.2683
14002.0000 42 11 0.2619
14084.0000 43 11 0.2558
14366.0000 44 11 0.2500
14540.4000 44 12 0.2727
14921.1000 44 13 0.2955
15584.0000 45 13 0.2889
16127.0000 45 14 0.3111
16136.1000 45 15 0.3333
16233.0000 46 15 0.3261
16260.0000 47 15 0.3191
16375.0000 48 15 0.3125
16391.1000 48 16 0.3333
16408.0000 49 16 0.3265
16726.0000 50 16 0.3200
16816.0000 51 16 0.3137
17341.0000 52 16 0.3077
17494.0000 53 16 0.3019
17530.0000 53 17 0.3208
17756.0000 54 17 0.3148
18135.0000 55 17 0.3091
18289.0000 56 17 0.3036
18644.0000 57 17 0.2982
18874.5000 57 18 0.3158
18970.5000 57 19 0.3333
19280.0000 58 19 0.3276
19420.0000 59 19 0.3220
19493.2000 59 20 0.3390
19535.6000 59 21 0.3559
19808.2000 59 22 0.3729
19902.0000 60 22 0.3667
19966.0000 61 22 0.3607
20767.0000 62 22 0.3548
20915.8000 62 23 0.3710
21060.0000 63 23 0.3651
21202.0000 64 23 0.3594
21315.4000 64 24 0.3750
21497.0000 65 24 0.3692
21610.0000 66 24 0.3636
21739.0000 67 24 0.3582
22255.0000 68 24 0.3529
22477.0000 69 24 0.3478
22645.0000 70 24 0.3429
22725.0000 71 24 0.3380
23187.1000 71 25 0.3521
23440.0000 72 25 0.3472
23823.0000 73 25 0.3425
23847.2000 73 26 0.3562
24061.0000 74 26 0.3514
24118.2000 74 27 0.3649
24158.0000 75 27 0.3600
24366.7000 75 28 0.3733
24633.1000 75 29 0.3867
25294.0000 76 29 0.3816
25824.0000 77 29 0.3766
25849.0000 78 29 0.3718
25941.0000 78 30 0.3846
26236.2000 78 31 0.3974
26377.0000 79 31 0.3924
26382.8000 79 32 0.4051
27563.0000 80 32 0.4000
28224.9000 80 33 0.4125
28306.0000 81 33 0.4074
28568.0000 82 33 0.4024
28594.0000 83 33 0.3976
29238.1000 83 34 0.4096
29369.0000 84 34 0.4048
29758.6000 84 35 0.4167
29791.0000 85 35 0.4118
29909.2000 85 36 0.4235
30126.4000 85 37 0.4353
30493.0000 86 37 0.4302
30556.5000 86 38 0.4419
30765.0000 87 38 0.4368
30882.0000 88 38 0.4318
30968.0000 89 38 0.4270
31346.0000 90 38 0.4222
31371.0000 91 38 0.4176
31544.0000 92 38 0.4130
31601.7000 92 39 0.4239
32266.0000 93 39 0.4194
32408.4000 93 40 0.4301
32527.0000 94 40 0.4255
32618.1000 94 41 0.4362
32644.0000 95 41 0.4316
32858.0000 96 41 0.4271
33192.9000 96 42 0.4375
33232.0000 97 42 0.4330
33294.0000 98 42 0.4286
33593.8000 98 43 0.4388
33702.0000 99 43 0.4343
33793.0000 100 43 0.4300
33827.0000 101 43 0.4257
33860.3000 101 44 0.4356
34084.0000 102 44 0.4314
34521.0000 103 44 0.4272
34728.0000 104 44 0.4231
34858.8000 104 45 0.4327
34908.9000 104 46 0.4423
35048.4000 104 47 0.4519
35088.0000 105 47 0.4476
35118.0000 106 47 0.4434
35370.0000 107 47 0.4393
35392.1000 107 48 0.4486
35428.4000 107 49 0.4579
35473.2000 107 50 0.4673
36693.0000 108 50 0.4630
36723.0000 109 50 0.4587
37014.0000 110 50 0.4545
37369.0000 111 50 0.4505
38230.0000 112 50 0.4464
38490.0000 113 50 0.4425
38687.0000 114 50 0.4386
38929.0000 115 50 0.4348
39106.0000 116 50 0.4310
39382.2000 116 51 0.4397
39456.8000 116 52 0.4483
40352.0000 117 52 0.4444
40382.0000 118 52 0.4407
40433.8000 118 53 0.4492
41288.0000 119 53 0.4454
41411.7000 119 54 0.4538
41519.0000 120 54 0.4500
41834.0000 121 54 0.4463
41938.0000 122 54 0.4426
42143.0000 123 54 0.4390
42609.0000 124 54 0.4355
42882.0000 124 55 0.4435
42964.0000 125 55 0.4400
