# time  created  delivered  delivered/created
147.0000 1 0 0.0000
173.0000 2 0 0.0000
1826.0000 3 0 0.0000
1852.0000 4 0 0.0000
1908.0000 5 0 0.0000
2346.0000 6 0 0.0000
2371.0000 7 0 0.0000
2522.0000 8 0 0.0000
2582.0000 9 0 0.0000
2666.0000 10 0 0.0000
2693.0000 11 0 0.0000
3032.0000 12 0 0.0000
3350.0000 13 0 0.0000
3843.0000 14 0 0.0000
4120.0000 15 0 0.0000
4235.0000 16 0 0.0000
4644.0000 17 0 0.0000
5099.0000 18 0 0.0000
5180.0000 19 0 0.0000
5240.0000 20 0 0.0000
5845.0000 21 0 0.0000
5870.0000 22 0 0.0000
5910.2000 22 1 0.0455
5927.8000 22 2 0.0909
6347.0000 23 2 0.0870
6851.0000 24 2 0.0833
7516.0000 24 3 0.1250
8065.0000 25 3 0.1200
8173.7000 25 4 0.1600
8588.7000 25 5 0.2000
8740.0000 26 5 0.1923
9321.0000 27 5 0.1852
9642.7000 27 6 0.2222
9652.0000 28 6 0.2143
10039.0000 29 6 0.2069
10065.0000 30 6 0.2000
10515.0000 31 6 0.1935
10858.0000 32 6 0.1875
11343.0000 33 6 0.1818
11464.0000 34 6 0.1765
11486.9000 34 7 0.2059
12149.0000 35 7 0.2000
12202.0000 36 7 0.1944
12563.0000 37 7 0.1892
12715.0000 38 7 0.1842
13332.0000 39 7 0.1795
13365.0000 40 7 0.1750
13429.0000 41 7 0.1707
13659.0000 42 7 0.1667
13978.0000 43 7 0.1628
14636.0000 44 7 0.1591
14690.3000 44 8 0.1818
14815.2000 44 9 0.2045
15257.0000 45 9 0.2000
15377.0000 46 9 0.1957
15856.0000 47 9 0.1915
15920.0000 48 9 0.1875
16178.7000 48 10 0.2083
16218.0000 49 10 0.2041
16287.1000 49 11 0.2245
16538.3000 49 12 0.2449
16925.0000 50 12 0.2400
17038.0000 51 12 0.2353
17243.0000 52 12 0.2308
17245.0000 52 13 0.2500
18695.0000 53 13 0.2453
18838.6000 53 14 0.2642
18860.0000 54 14 0.2593
18893.0000 55 14 0.2545
19096.0000 56 14 0.2500
19239.0000 57 14 0.2456
19934.5000 57 15 0.2632
20561.0000 58 15 0.2586
20635.7000 58 16 0.2759
20827.4000 58 17 0.2931
20882.0000 59 17 0.2881
21085.0000 60 17 0.2833
21147.0000 61 17 0.2787
21743.0000 62 17 0.2742
21947.4000 62 18 0.2903
22411.0000 63 18 0.2857
22642.0000 64 18 0.2813
22669.4000 64 19 0.2969
22927.1000 64 20 0.3125
23143.0000 65 20 0.3077
23209.0000 66 20 0.3030
23235.5000 66 21 0.3182
23237.0000 67 21 0.3134
23495.0000 68 21 0.3088
23556.0000 69 21 0.3043
23640.0000 70 21 0.3000
24195.7000 70 22 0.3143
24299.0000 71 22 0.3099
24737.0000 72 22 0.3056
25062.0000 73 22 0.3014
25468.0000 74 22 0.2973
25588.0000 75 22 0.2933
25706.0000 76 22 0.2895
25791.0000 77 22 0.2857
25963.0000 78 22 0.2821
26208.0000 79 22 0.2785
26262.0000 80 22 0.2750
26620.0000 81 22 0.2716
27601.0000 82 22 0.2683
27665.3000 82 23 0.2805
27796.0000 83 23 0.2771
28801.0000 84 23 0.2738
28828.0000 85 23 0.2706
28915.0000 86 23 0.2674
28945.0000 87 23 0.2644
29564.0000 88 23 0.2614
30163.0000 89 23 0.2584
30375.0000 90 23 0.2556
30564.0000 91 23 0.2527
30761.7000 91 24 0.2637
30804.9000 91 25 0.2747
31256.0000 92 25 0.2717
31361.3000 92 26 0.2826
31520.0000 93 26 0.2796
31581.4000 93 27 0.2903
31857.0000 93 28 0.3011
32123.0000 94 28 0.2979
32686.0000 95 28 0.2947
33087.0000 96 28 0.2917
33619.3000 96 29 0.3021
33691.2000 96 30 0.3125
33872.0000 97 30 0.3093
34021.0000 98 30 0.3061
34547.0000 99 30 0.3030
34744.9000 99 31 0.3131
34882.0000 100 31 0.3100
35195.0000 101 31 0.3069
36096.0000 102 31 0.3039
36119.5000 102 32 0.3137
36350.0000 103 32 0.3107
36361.9000 103 33 0.3204
36566.1000 103 34 0.3301
36741.0000 104 34 0.3269
36769.0000 105 34 0.3238
36771.6000 105 35 0.3333
37087.0000 106 35 0.3302
37622.0000 107 35 0.3271
38315.0000 108 35 0.3241
38370.0000 109 35 0.3211
38847.0000 110 35 0.3182
38912.0000 111 35 0.3153
39245.0000 112 35 0.3125
39442.1000 112 36 0.3214
39518.2000 112 37 0.3304
39665.0000 113 37 0.3274
39892.6000 113 38 0.3363
39898.0000 114 38 0.3333
40654.8000 114 39 0.3421
40658.0000 115 39 0.3391
40791.5000 115 40 0.3478
41096.0000 116 40 0.3448
41170.0000 116 41 0.3534
41582.0000 116 42 0.3621
41768.0000 117 42 0.3590
41928.2000 117 43 0.3675
42003.6000 117 44 0.3761
42021.0000 118 44 0.3729
42073.3000 118 45 0.3814
42241.0000 119 45 0.3782
42272.0000 120 45 0.3750
42329.0000 121 45 0.3719
42418.0000 122 45 0.3689
42509.4000 122 46 0.3770
42642.4000 122 47 0.3852
42680.0000 123 47 0.3821
42859.0000 124 47 0.3790
43097.0000 125 47 0.3760
